Timestamp,Temperature,Humidity,Heel_Pressure,Meta_Pressure
2025-04-23 13:24:43,37.13008378828343,59.01567918056267,277,289
2025-04-23 13:24:48,36.879215234064084,57.01567918056267,227,261
2025-04-23 13:24:53,36.735815508844084,55.01567918056267,277,311
2025-04-23 13:24:58,36.43581550884409,53.01567918056267,245,361
2025-04-23 13:25:04,36.46555923988161,51.01567918056267,295,358
2025-04-23 13:25:09,36.765559239881604,52.97300596683139,265,352
2025-04-23 13:25:14,36.67221039042717,50.97300596683139,215,399
2025-04-23 13:25:19,36.957201631270195,48.97300596683139,257,349
2025-04-23 13:25:24,36.66020670666711,65.18415772026165,307,365
2025-04-23 13:25:29,36.852221706434705,63.18415772026165,257,315
2025-04-23 13:25:34,36.55222170643471,61.18415772026165,307,265
2025-04-23 13:25:39,36.35166919420153,59.18415772026165,257,315
2025-04-23 13:25:44,36.27196661547211,57.18415772026165,307,352
2025-04-23 13:25:49,36.57196661547211,55.18415772026165,257,362
2025-04-23 13:25:54,36.871966615472104,53.18415772026165,307,392
2025-04-23 13:25:59,36.7922242577643,53.50877137297057,289,542
2025-04-23 13:26:04,37.04136056826696,51.50877137297057,239,492
2025-04-23 13:26:09,37.05100556472763,51.0539727095492,265,442
2025-04-23 13:26:14,36.751005564727635,49.0539727095492,575,392
2025-04-23 13:26:19,36.45100556472764,49.134568523637384,525,362
2025-04-23 13:26:24,36.547630803760626,49.68764367631035,475,312
2025-04-23 13:26:29,36.75922533038173,51.68764367631035,425,262
2025-04-23 13:26:34,36.459225330381734,49.68764367631035,375,283
2025-04-23 13:26:39,36.75922533038173,47.68764367631035,325,333
2025-04-23 13:26:44,36.955375626395664,49.68764367631035,364,287
2025-04-23 13:26:49,36.899740957603285,50.16719223696573,314,321
2025-04-23 13:26:54,36.88797066080554,51.700430762411365,364,331
2025-04-23 13:26:59,36.91630623588457,51.54178756251355,370,378
2025-04-23 13:27:04,36.95371288131749,49.54178756251355,320,328
2025-04-23 13:27:09,36.77125630368,51.54178756251355,270,278
2025-04-23 13:27:14,36.9635702892119,51.63047963425849,234,240
2025-04-23 13:27:19,37.185669059799366,51.481920409501015,284,257
2025-04-23 13:27:24,36.88566905979937,53.481920409501015,255,223
2025-04-23 13:27:29,36.58566905979937,51.481920409501015,278,247
2025-04-23 13:27:34,36.59550258613426,49.481920409501015,228,260
2025-04-23 13:27:39,36.895502586134256,47.481920409501015,219,298
2025-04-23 13:27:44,36.59550258613426,49.481920409501015,269,348
2025-04-23 13:27:49,36.895502586134256,51.481920409501015,223,368
2025-04-23 13:27:54,36.88564043475245,49.481920409501015,273,318
2025-04-23 13:27:59,37.08874109565048,47.481920409501015,248,268
2025-04-23 13:28:04,36.78874109565048,49.481920409501015,220,318
2025-04-23 13:28:09,36.57848953396274,49.62194611126894,270,359
2025-04-23 13:28:14,36.81945912891217,50.50822782492344,320,353
2025-04-23 13:28:19,36.97678904347352,48.50822782492344,345,303
2025-04-23 13:28:24,36.67678904347352,50.50822782492344,295,317
2025-04-23 13:28:29,36.521138480430466,48.58030295062491,245,267
2025-04-23 13:28:34,36.81106343394304,48.38506203262237,241,251
2025-04-23 13:28:39,36.69875779886219,46.38506203262237,238,249
2025-04-23 13:28:44,36.81486009509998,48.38506203262237,288,299
2025-04-23 13:28:49,37.11486009509998,49.493674479480525,238,255
2025-04-23 13:28:54,36.83818990047645,51.493674479480525,288,226
2025-04-23 13:28:59,36.53818990047645,52.76316438950768,338,276
2025-04-23 13:29:04,36.68087636248024,50.76316438950768,288,226
2025-04-23 13:29:09,37.63007967649729,48.76316438950768,323,276
2025-04-23 13:29:14,37.42595576367883,50.76316438950768,273,303
2025-04-23 13:29:19,37.148003232844566,50.45100638897105,226,275
2025-04-23 13:29:24,36.84800323284457,50.251222984852404,219,325
2025-04-23 13:29:29,37.06390759655136,48.251222984852404,269,358
2025-04-23 13:29:34,36.88562283520474,46.251222984852404,222,331
2025-04-23 13:29:39,36.585622835204745,48.251222984852404,272,365
2025-04-23 13:29:44,36.79179629236189,48.44863039569617,222,315
2025-04-23 13:29:49,36.49179629236189,47.38162844540571,272,285
2025-04-23 13:29:54,37.54820730469196,46.59338534998656,222,301
2025-04-23 13:29:59,37.24820730469196,46.63702383946847,272,251
2025-04-23 13:30:04,36.94820730469196,48.63702383946847,318,229
2025-04-23 13:30:09,37.1276972870513,47.295785848292624,346,244
2025-04-23 13:30:14,36.8276972870513,46.15004259789789,296,243
2025-04-23 13:30:19,36.5276972870513,48.15004259789789,246,204
2025-04-23 13:30:24,36.8276972870513,47.81325228241997,280,214
2025-04-23 13:30:29,36.801253355969884,49.81325228241997,290,264
2025-04-23 13:30:34,36.66868963992009,47.81325228241997,552,246
2025-04-23 13:30:39,36.535357104290235,49.81325228241997,502,296
2025-04-23 13:30:44,36.30282391850093,51.81325228241997,452,346
2025-04-23 13:30:49,36.52253840583804,51.960869851415715,402,296
2025-04-23 13:30:54,36.558286385822164,49.960869851415715,352,247
2025-04-23 13:30:59,36.65474697785312,49.147700224296244,302,251
2025-04-23 13:31:04,36.7430284794559,51.147700224296244,352,301
2025-04-23 13:31:09,36.51005692860786,49.147700224296244,356,251
2025-04-23 13:31:14,36.5163261955472,48.20052306125591,396,301
2025-04-23 13:31:19,36.56476736760835,46.20052306125591,346,351
2025-04-23 13:31:24,36.864767367608344,48.20052306125591,296,301
2025-04-23 13:31:29,37.06328756387722,49.87440711473004,246,251
2025-04-23 13:31:34,37.171510279507416,47.87440711473004,222,271
2025-04-23 13:31:39,37.15205657855756,45.87440711473004,272,321
2025-04-23 13:31:44,36.852056578557566,47.87440711473004,322,371
2025-04-23 13:31:49,37.11108462445999,49.87440711473004,307,327
2025-04-23 13:31:54,37.080092420770555,47.87440711473004,357,288
2025-04-23 13:31:59,36.78009242077056,49.87440711473004,377,338
2025-04-23 13:32:04,36.72451301306036,51.87440711473004,385,341
2025-04-23 13:32:09,36.8830046605744,49.87440711473004,386,291
2025-04-23 13:32:14,37.01057158110372,47.87440711473004,336,333
2025-04-23 13:32:19,36.907230530932154,46.591451310445414,286,283
2025-04-23 13:32:24,36.607230530932156,48.591451310445414,336,333
2025-04-23 13:32:29,36.79927673981612,50.591451310445414,286,283
2025-04-23 13:32:34,36.80733175948162,48.76485779278573,322,324
2025-04-23 13:32:39,36.943822963829035,50.76485779278573,272,274
2025-04-23 13:32:44,37.16890946060829,48.76485779278573,308,287
2025-04-23 13:32:49,36.86890946060829,50.76485779278573,303,290
2025-04-23 13:32:54,37.14968306124749,48.76485779278573,253,274
2025-04-23 13:32:59,36.84968306124749,50.76485779278573,598,240
2025-04-23 13:33:04,36.71912139513296,51.51194492033937,548,277
2025-04-23 13:33:09,36.641420469051134,49.51194492033937,498,227
2025-04-23 13:33:14,36.60492031920641,51.284565494114844,448,277
2025-04-23 13:33:19,36.904920319206404,49.284565494114844,398,312
2025-04-23 13:33:24,37.07234405412048,47.284565494114844,360,338
2025-04-23 13:33:29,36.77234405412048,49.284565494114844,379,288
2025-04-23 13:33:34,36.472344054120484,47.284565494114844,329,283
2025-04-23 13:33:39,36.45454613721642,45.284565494114844,279,269
2025-04-23 13:33:44,36.754546137216416,47.284565494114844,229,319
2025-04-23 13:33:49,37.94152393427981,45.284565494114844,279,289
2025-04-23 13:33:54,37.64152393427981,45.10904476050247,293,239
2025-04-23 13:33:59,37.34152393427981,44.70307817361001,243,253
2025-04-23 13:34:04,37.041523934279816,44.33303363638557,273,255
2025-04-23 13:34:09,36.7749669076535,46.33303363638557,323,205
2025-04-23 13:34:15,36.4749669076535,48.33303363638557,273,255
2025-04-23 13:34:20,36.545709240961905,50.33303363638557,323,229
2025-04-23 13:34:25,36.72408738527322,48.33303363638557,373,279
2025-04-23 13:34:30,36.424087385273225,46.33303363638557,323,236
2025-04-23 13:34:35,36.72408738527322,46.75502009466388,373,248
2025-04-23 13:34:40,36.7478547055678,48.75502009466388,323,298
2025-04-23 13:34:45,36.837246453290724,46.75502009466388,327,248
2025-04-23 13:34:50,37.07429223728239,48.75502009466388,295,208
2025-04-23 13:34:55,36.774292237282395,47.56029128363622,345,208
2025-04-23 13:35:00,36.4742922372824,49.56029128363622,295,244
2025-04-23 13:35:05,36.43466132546711,49.902157956329596,291,294
2025-04-23 13:35:10,36.73466132546711,47.902157956329596,321,344
2025-04-23 13:35:15,36.7023007817283,49.902157956329596,271,336
2025-04-23 13:35:20,36.85488170643035,51.902157956329596,321,369
2025-04-23 13:35:25,36.78389679356511,49.902157956329596,271,319
2025-04-23 13:35:30,37.08389679356511,47.902157956329596,282,369
2025-04-23 13:35:35,36.78389679356511,45.902157956329596,332,319
2025-04-23 13:35:40,37.08389679356511,47.902157956329596,282,369
2025-04-23 13:35:45,36.78389679356511,46.062590241244514,306,319
2025-04-23 13:35:50,36.85506301457639,48.062590241244514,261,269
2025-04-23 13:35:55,36.65099203790565,46.062590241244514,241,219
2025-04-23 13:36:00,36.760169938006726,48.062590241244514,291,269
2025-04-23 13:36:05,36.46016993800673,47.586952538078684,341,319
2025-04-23 13:36:10,36.5349445479993,49.586952538078684,291,292
2025-04-23 13:36:15,36.69832656614102,47.586952538078684,260,342
2025-04-23 13:36:20,36.40618481747215,49.39258258935233,310,292
2025-04-23 13:36:25,36.70618481747215,51.39258258935233,360,244
2025-04-23 13:36:30,36.40618481747215,50.348261577345916,344,294
2025-04-23 13:36:35,36.70618481747215,51.94367121437452,364,252
2025-04-23 13:36:40,36.40618481747215,49.94367121437452,314,302
2025-04-23 13:36:45,36.6857971560375,47.94367121437452,264,270
2025-04-23 13:36:50,36.80193701788745,45.94367121437452,314,320
2025-04-23 13:36:55,36.78910555883408,45.88292391740009,297,283
2025-04-23 13:37:00,36.92311116907187,47.88292391740009,347,326
2025-04-23 13:37:05,37.113998678002325,49.88292391740009,297,290
2025-04-23 13:37:10,36.81399867800233,51.13045581993748,303,340
2025-04-23 13:37:15,37.00780634039465,51.58783559764252,332,532
2025-04-23 13:37:20,37.16234276039543,49.58783559764252,300,482
2025-04-23 13:37:25,36.94924592913608,48.960736918889005,250,432
2025-04-23 13:37:30,36.649245929136086,48.41628172217389,300,382
2025-04-23 13:37:35,36.54640329750203,47.34892845037125,299,332
2025-04-23 13:37:40,36.43593340070243,45.34892845037125,349,282
2025-04-23 13:37:45,36.73593340070243,47.34892845037125,349,265
2025-04-23 13:37:50,36.43593340070243,46.520803472105165,537,304
2025-04-23 13:37:55,36.73593340070243,48.520803472105165,487,324
2025-04-23 13:38:00,37.01554784083647,47.397772023135275,437,360
2025-04-23 13:38:05,36.781633765697975,49.397772023135275,387,310
2025-04-23 13:38:10,36.717332404879606,50.45533184769985,337,260
2025-04-23 13:38:15,37.0173324048796,48.45533184769985,346,280
2025-04-23 13:38:20,36.717332404879606,47.616971015615675,296,230
2025-04-23 13:38:25,36.98681371350769,49.616971015615675,346,280
2025-04-23 13:38:30,36.686813713507696,51.37904842365799,296,281
2025-04-23 13:38:35,36.3868137135077,49.37904842365799,346,331
2025-04-23 13:38:40,36.686813713507696,47.37904842365799,362,300
2025-04-23 13:38:45,36.458539717703374,49.37904842365799,366,350
2025-04-23 13:38:50,36.550800722401846,49.26429133426761,316,523
2025-04-23 13:38:55,36.77499962348367,51.26429133426761,266,473
2025-04-23 13:39:00,37.07499962348367,50.204491053976625,316,423
2025-04-23 13:39:05,36.867816233445026,48.89023081244663,266,397
2025-04-23 13:39:10,36.786688006936785,50.89023081244663,522,399
2025-04-23 13:39:15,36.91738854460598,48.89023081244663,472,352
2025-04-23 13:39:20,37.060554180642754,49.96009843589954,422,315
2025-04-23 13:39:25,36.86633715369461,47.96009843589954,372,265
2025-04-23 13:39:30,36.98385348282834,49.96009843589954,380,312
2025-04-23 13:39:35,37.0581590824232,47.96009843589954,330,262
2025-04-23 13:39:40,36.758159082423205,49.96009843589954,348,256
2025-04-23 13:39:45,36.97558458692273,51.4055085956674,312,277
2025-04-23 13:39:50,37.100068177273165,49.73813967634489,296,294
2025-04-23 13:39:55,36.80006817727317,47.73813967634489,247,244
2025-04-23 13:40:00,36.74134920542747,46.72850100825654,210,216
2025-04-23 13:40:05,36.45235643843064,45.543428766022664,260,254
2025-04-23 13:40:10,36.57255342545459,44.384109184787384,310,266
2025-04-23 13:40:15,36.73722629972776,46.384109184787384,260,316
2025-04-23 13:40:20,36.91073341540924,48.384109184787384,310,266
2025-04-23 13:40:25,36.61073341540924,48.440915536375954,260,228
2025-04-23 13:40:30,36.70846448681963,46.440915536375954,270,210
2025-04-23 13:40:35,36.68931671361701,48.440915536375954,282,235
2025-04-23 13:40:40,36.98931671361701,50.09688368056877,565,234
2025-04-23 13:40:45,37.07386595197618,48.09688368056877,515,284
2025-04-23 13:40:50,36.773865951976184,50.09688368056877,465,326
2025-04-23 13:40:55,36.47386595197619,49.27677585240805,415,309
2025-04-23 13:41:00,36.302622763701606,51.27677585240805,365,328
2025-04-23 13:41:05,36.6026227637016,50.21544984244055,315,282
2025-04-23 13:41:10,36.4471315352906,48.58626723108595,358,284
2025-04-23 13:41:15,36.541324129604064,62.123919879698526,308,234
2025-04-23 13:41:20,36.84132412960406,60.123919879698526,258,284
2025-04-23 13:41:25,36.9842023595981,58.123919879698526,245,334
2025-04-23 13:41:30,36.6842023595981,56.123919879698526,295,344
2025-04-23 13:41:35,36.721743205445705,54.123919879698526,247,326
2025-04-23 13:41:40,36.515311904547765,52.123919879698526,297,276
2025-04-23 13:41:45,36.81531190454776,50.123919879698526,307,326
2025-04-23 13:41:50,36.515311904547765,49.59083060673926,272,364
2025-04-23 13:41:55,36.81531190454776,48.562368508813655,222,385
2025-04-23 13:42:00,36.75621465045795,46.562368508813655,272,344
2025-04-23 13:42:05,36.95434201074803,44.562368508813655,303,377
2025-04-23 13:42:10,37.070928400394415,46.562368508813655,253,327
2025-04-23 13:42:15,36.77092840039442,47.447457866002836,237,354
2025-04-23 13:42:20,36.58849181804663,49.447457866002836,244,398
2025-04-23 13:42:25,36.888491818046624,47.447457866002836,294,375
2025-04-23 13:42:30,36.7980883129628,49.447457866002836,265,375
2025-04-23 13:42:35,36.69184395444706,47.447457866002836,292,374
2025-04-23 13:42:40,36.991843954447056,47.721391494740985,242,324
2025-04-23 13:42:45,36.897361889875064,49.721391494740985,292,306
2025-04-23 13:42:50,36.62571258276686,51.721391494740985,256,266
2025-04-23 13:42:55,36.925712582766856,49.721391494740985,218,264
2025-04-23 13:43:00,36.62571258276686,50.71636612482782,201,231
2025-04-23 13:43:05,36.353230046112245,52.71636612482782,251,281
2025-04-23 13:43:10,36.65323004611224,50.71636612482782,301,331
2025-04-23 13:43:15,36.74594954500027,52.71636612482782,267,358
2025-04-23 13:43:20,36.445949545000275,52.282642161316076,217,308
2025-04-23 13:43:25,36.468792726390845,53.5935179807744,267,340
2025-04-23 13:43:30,36.326734667584624,51.5935179807744,317,318
2025-04-23 13:43:35,36.62673466758462,49.5935179807744,566,268
2025-04-23 13:43:40,36.8426658669999,47.94870064213664,516,559
2025-04-23 13:43:45,36.61525199717889,46.917280002840144,466,509
2025-04-23 13:43:50,36.32381584239695,48.4879657263304,416,459
2025-04-23 13:43:55,36.493591226478735,46.58242687516349,366,409
2025-04-23 13:44:00,36.762453579421376,44.58242687516349,381,359
2025-04-23 13:44:05,36.66741254105108,45.00244790231566,331,336
2025-04-23 13:44:10,36.413910594028,47.00244790231566,283,324
2025-04-23 13:44:15,36.62935175359286,49.00244790231566,233,351
2025-04-23 13:44:20,36.487984775231766,47.00244790231566,282,301
2025-04-23 13:44:25,36.78798477523176,45.73084345195991,232,251
2025-04-23 13:44:31,37.08798477523176,47.73084345195991,282,301
2025-04-23 13:44:36,36.78798477523176,45.73084345195991,332,351
2025-04-23 13:44:41,37.08798477523176,44.12490798606291,323,345
2025-04-23 13:44:46,37.01528385142573,46.12490798606291,273,307
2025-04-23 13:44:51,36.71528385142573,46.9195749366164,247,257
2025-04-23 13:44:56,36.46745235279283,48.9195749366164,297,287
2025-04-23 13:45:01,36.76745235279283,49.3597423602615,347,337
2025-04-23 13:45:06,36.46745235279283,48.17832117855078,381,346
2025-04-23 13:45:11,37.221024732121776,46.82923274922078,391,365
2025-04-23 13:45:16,37.1266954341032,47.68981646887108,341,392
2025-04-23 13:45:21,36.8266954341032,45.68981646887108,313,342
2025-04-23 13:45:26,37.02187813198021,44.74870554327757,341,292
2025-04-23 13:45:31,36.76748794414681,46.74870554327757,291,242
2025-04-23 13:45:36,36.46748794414681,48.74870554327757,241,216
2025-04-23 13:45:41,36.426049971302525,48.835347669663854,568,266
2025-04-23 13:45:46,36.72604997130252,48.72483298359548,518,316
2025-04-23 13:45:51,36.47805485776272,46.72483298359548,468,347
2025-04-23 13:45:56,36.423207072985306,48.64762282371658,418,297
2025-04-23 13:46:01,36.7232070729853,50.64762282371658,567,247
2025-04-23 13:46:06,36.423207072985306,48.64762282371658,517,252
2025-04-23 13:46:11,36.7232070729853,46.64762282371658,467,239
2025-04-23 13:46:16,36.81748051487912,45.245077997169034,417,289
2025-04-23 13:46:21,37.11748051487912,47.245077997169034,367,314
2025-04-23 13:46:26,36.81748051487912,49.245077997169034,379,319
2025-04-23 13:46:31,36.878928241496446,47.245077997169034,329,295
2025-04-23 13:46:36,36.57892824149645,47.660493806341954,360,333
2025-04-23 13:46:41,36.878928241496446,45.660493806341954,310,283
2025-04-23 13:46:46,36.57892824149645,45.810113629576726,260,333
2025-04-23 13:46:51,36.55582498718784,46.34681988282412,310,283
2025-04-23 13:46:56,36.65870369422367,44.34681988282412,270,265
2025-04-23 13:47:01,36.46887416392763,46.34681988282412,320,218
2025-04-23 13:47:06,36.41797122446211,47.336206455378345,283,268
2025-04-23 13:47:11,36.717971224462104,45.336206455378345,250,233
2025-04-23 13:47:16,36.866135055267016,47.336206455378345,300,264
2025-04-23 13:47:21,37.15248029903183,49.336206455378345,250,304
